(29.536183,76.743668)    (32.489604,76.779309)    2.953635
(29.536183,76.743668)    (26.229907,78.808385)    3.898015
(7.822494,38.127574)    (9.494883,39.868186)    2.413838
(7.822494,38.127574)    (8.220619,35.394822)    2.761600
(7.822494,38.127574)    (7.010954,41.654139)    3.618738
(7.822494,38.127574)    (11.545065,37.912032)    3.728806
(7.822494,38.127574)    (4.899729,40.620559)    3.841553
(51.457087,9.044731)    (52.303727,7.100584)    2.120496
(51.457087,9.044731)    (48.698524,10.245526)    3.008584
(51.457087,9.044731)    (54.585965,9.017443)    3.128997
(51.457087,9.044731)    (50.213475,12.133306)    3.329545
(51.457087,9.044731)    (47.827657,7.396464)    3.986169
(96.464359,83.266538)    (97.460984,79.602948)    3.796730
(96.464359,83.266538)    (92.607858,84.237430)    3.976837
(96.464359,83.266538)    (96.490605,86.368982)    3.102555
(96.464359,83.266538)    (99.897004,83.597781)    3.448590
(81.982656,81.833257)    (85.746653,80.661044)    3.942304
(81.982656,81.833257)    (79.984385,82.601950)    2.141022
(81.982656,81.833257)    (80.600022,79.992374)    2.302287
(81.982656,81.833257)    (84.785961,84.174270)    3.652241
(92.229155,54.143714)    (90.341065,52.390829)    2.576332
(92.229155,54.143714)    (92.152590,51.482134)    2.662681
(92.229155,54.143714)    (95.669856,54.294569)    3.444007
(49.121892,17.060626)    (48.988376,19.507192)    2.450206
(49.121892,17.060626)    (51.616855,16.219889)    2.632808
(49.121892,17.060626)    (46.417987,17.313624)    2.715715
(49.121892,17.060626)    (52.172265,19.105404)    3.672314
(81.884214,49.504255)    (80.132743,47.906408)    2.370815
(81.884214,49.504255)    (82.822525,51.722299)    2.408349
(81.884214,49.504255)    (80.049393,52.504727)    3.517015
(81.884214,49.504255)    (84.136642,46.663899)    3.625060
(81.884214,49.504255)    (85.693406,49.773224)    3.818677
(48.049938,34.426269)    (49.846133,32.614733)    2.551074
(48.049938,34.426269)    (45.637618,35.507451)    2.643528
(48.049938,34.426269)    (48.788602,30.721714)    3.777480
(95.306734,18.003142)    (98.620659,19.141937)    3.504133
(95.306734,18.003142)    (92.917979,21.050432)    3.871967
(95.306734,18.003142)    (97.696655,17.258988)    2.503096
(95.306734,18.003142)    (92.811914,18.496541)    2.543142
(95.306734,18.003142)    (96.544523,21.067531)    3.304935
(57.800771,12.705203)    (56.186955,11.219059)    2.193861
(57.800771,12.705203)    (60.757410,12.048125)    3.028773
(57.800771,12.705203)    (61.413230,14.281843)    3.941530
(57.800771,12.705203)    (57.094234,14.759267)    2.172181
(35.817635,8.880202)    (38.226738,10.052443)    2.679166
(35.817635,8.880202)    (33.135241,8.959144)    2.683555
(35.817635,8.880202)    (37.117700,11.824097)    3.218181
(35.817635,8.880202)    (34.522820,10.565190)    2.125025
(35.817635,8.880202)    (34.110181,6.850241)    2.652573
(70.545352,44.197027)    (70.037637,40.249045)    3.980494
(70.545352,44.197027)    (69.409379,42.369308)    2.151974
(70.545352,44.197027)    (68.657939,45.885755)    2.532613
(70.545352,44.197027)    (73.337026,43.932631)    2.804166
(53.166103,74.935509)    (55.177170,73.766293)    2.326254
(53.166103,74.935509)    (50.766205,72.836695)    3.188186
(53.166103,74.935509)    (49.652707,75.959452)    3.659564
(53.166103,74.935509)    (56.602172,76.417179)    3.741914
(53.166103,74.935509)    (51.170047,78.149433)    3.783325
(53.166103,74.935509)    (55.245596,71.720451)    3.828954
(22.932906,87.472430)    (23.887867,90.803384)    3.465142
(22.932906,87.472430)    (21.449870,84.101240)    3.682977
(22.932906,87.472430)    (24.857671,88.524539)    2.193548
(22.932906,87.472430)    (21.713377,89.479714)    2.348710
(22.932906,87.472430)    (23.370200,84.730238)    2.776841
(82.907439,73.161489)    (79.954803,74.271336)    3.154334
(82.907439,73.161489)    (85.579332,71.269044)    3.274196
(82.907439,73.161489)    (85.952970,74.682419)    3.404187
(82.907439,73.161489)    (82.380114,69.391148)    3.807039
(63.972368,29.834215)    (62.236684,27.829244)    2.651888
(63.972368,29.834215)    (66.529761,30.717124)    2.705511
(63.972368,29.834215)    (63.865916,33.150488)    3.317981
(72.628363,99.158163)    (72.602655,97.142012)    2.016314
(72.628363,99.158163)    (70.285074,99.227995)    2.344329
(4.446921,92.127622)    (7.698400,92.873111)    3.335846
(4.446921,92.127622)    (6.817775,89.623203)    3.448632
(4.446921,92.127622)    (2.064717,94.228503)    3.176255
(98.560371,37.812220)    (96.796912,38.817329)    2.029786
(98.560371,37.812220)    (99.192239,40.307489)    2.574029
(98.560371,37.812220)    (94.811351,38.458442)    3.804307
(98.560371,37.812220)    (96.598800,34.507683)    3.842880
(90.949235,71.507844)    (89.208535,68.860332)    3.168494
(90.949235,71.507844)    (92.331936,68.582055)    3.236063
(90.949235,71.507844)    (89.279713,73.158259)    2.347589
(90.949235,71.507844)    (92.428569,73.515300)    2.493653
(9.943590,21.360994)    (10.042773,23.495345)    2.136655
(9.943590,21.360994)    (8.530096,18.614183)    3.089164
(9.943590,21.360994)    (6.771883,23.574789)    3.867894
(62.228066,38.633121)    (64.409185,41.574194)    3.661583
(62.228066,38.633121)    (66.442090,37.622915)    4.333418
(41.030712,33.134328)    (42.207536,35.376390)    2.532145
(41.030712,33.134328)    (41.274428,30.408307)    2.736894
(41.030712,33.134328)    (43.807106,33.347406)    2.784558
(25.047784,23.697217)    (25.278270,26.055235)    2.369256
(25.047784,23.697217)    (25.524912,20.970435)    2.768210
(25.047784,23.697217)    (27.474579,25.318069)    2.918303
(25.047784,23.697217)    (23.053091,25.968728)    3.023006
(20.861987,61.299150)    (21.404666,63.351170)    2.122567
(20.861987,61.299150)    (23.408137,60.583017)    2.644944
(20.861987,61.299150)    (22.143808,58.427840)    3.144437
(35.555385,42.350591)    (34.566659,45.155660)    2.974221
(35.555385,42.350591)    (32.631491,41.553478)    3.030601
(35.555385,42.350591)    (38.928519,43.909448)    3.715921
(35.555385,42.350591)    (34.850568,39.834673)    2.612778
(11.085620,59.110443)    (13.753331,59.654353)    2.722594
(11.085620,59.110443)    (13.430178,56.424954)    3.564941
(11.085620,59.110443)    (10.532991,56.576243)    2.593755
(11.085620,59.110443)    (11.543127,61.711536)    2.641022
(13.883942,23.134355)    (10.042773,23.495345)    3.858095
(13.883942,23.134355)    (16.691035,22.386201)    2.905083
(13.883942,23.134355)    (15.650328,25.447028)    2.910081
(13.883942,23.134355)    (13.897064,20.165199)    2.969185
(13.883942,23.134355)    (12.235038,25.859984)    3.185583
(2.284459,33.432835)    (4.489722,33.238150)    2.213840
(2.284459,33.432835)    (1.354992,31.371392)    2.261296
(2.284459,33.432835)    (0.272038,34.572973)    2.312953
(2.284459,33.432835)    (4.379324,35.467753)    2.920506
(2.284459,33.432835)    (2.872496,36.986428)    3.601917
(55.324426,82.595454)    (57.325033,81.154215)    2.465684
(55.324426,82.595454)    (55.319488,85.782778)    3.187328
(55.324426,82.595454)    (52.382520,84.124848)    3.315699
(55.324426,82.595454)    (56.098708,79.164771)    3.516973
(55.324426,82.595454)    (59.092039,82.645285)    3.767942
(36.690744,75.416377)    (34.946827,77.354384)    2.607128
(36.690744,75.416377)    (36.811901,78.377037)    2.963139
(36.690744,75.416377)    (39.180181,73.367515)    3.224148
(36.690744,75.416377)    (40.481007,74.958257)    3.817849
(81.317857,61.598875)    (83.843178,59.876668)    3.056672
(81.317857,61.598875)    (82.181495,65.369619)    3.868382
(81.317857,61.598875)    (78.279321,59.179813)    3.883886
(4.898233,59.268940)    (3.162672,60.933268)    2.404612
(4.898233,59.268940)    (0.740105,59.811397)    4.193362
(28.903293,90.163296)    (26.924909,89.087243)    2.252087
(28.903293,90.163296)    (27.107446,91.935520)    2.523063
(28.903293,90.163296)    (31.610138,88.753950)    3.051764
(28.903293,90.163296)    (30.960309,93.025839)    3.524977
(28.903293,90.163296)    (32.420138,91.185087)    3.662275
(36.401811,22.540741)    (34.365789,20.600539)    2.812431
(36.401811,22.540741)    (36.595350,25.422182)    2.887934
(36.401811,22.540741)    (33.385539,22.416734)    3.018820
(36.401811,22.540741)    (36.174765,19.343862)    3.204931
(36.401811,22.540741)    (34.361980,25.897080)    3.927585
(36.401811,22.540741)    (38.426504,23.099526)    2.100386
(53.801621,24.258164)    (56.437108,22.855205)    2.985646
(53.801621,24.258164)    (50.996630,26.644007)    3.682421
(53.801621,24.258164)    (52.892511,27.928233)    3.780991
(53.801621,24.258164)    (51.482071,21.193884)    3.843191
(53.801621,24.258164)    (53.570711,21.533706)    2.734226
(53.801621,24.258164)    (56.236771,25.773728)    2.868256
(16.273122,7.427341)    (15.043424,5.460577)    2.319551
(16.273122,7.427341)    (18.862723,6.566028)    2.729083
(16.273122,7.427341)    (17.380197,10.775042)    3.526005
(55.245596,71.720451)    (55.177170,73.766293)    2.046986
(55.245596,71.720451)    (56.210242,69.498533)    2.422284
(55.245596,71.720451)    (57.751565,73.282782)    2.953093
(71.805971,18.325511)    (69.578301,19.124339)    2.366567
(71.805971,18.325511)    (75.292371,17.355363)    3.618864
(71.805971,18.325511)    (69.631035,15.127636)    3.867396
(71.805971,18.325511)    (73.026314,22.088060)    3.955504
(48.699813,83.998199)    (44.804667,83.496564)    3.927314
(48.699813,83.998199)    (49.390877,87.901782)    3.964282
(48.699813,83.998199)    (47.184648,85.893779)    2.426716
(48.699813,83.998199)    (50.282284,85.982502)    2.538046
(48.699813,83.998199)    (50.932646,81.299541)    3.502613
