(14.684687,86.283742)    (11.567778,86.394498)    3.118876
(14.684687,86.283742)    (13.872455,88.131025)    2.017963
(14.684687,86.283742)    (12.294969,84.463273)    3.004140
(40.238285,48.933515)    (39.735058,51.741232)    2.852457
(40.238285,48.933515)    (42.189595,51.810947)    3.476669
(40.238285,48.933515)    (37.012789,50.962316)    3.810493
(92.076598,36.034907)    (88.943072,34.791867)    3.371073
(92.076598,36.034907)    (94.069748,33.199418)    3.465926
(92.076598,36.034907)    (95.089736,35.873449)    3.017461
(62.069579,87.422381)    (64.291818,87.215269)    2.231870
(62.069579,87.422381)    (61.800270,84.836741)    2.599627
(62.069579,87.422381)    (58.639606,85.932687)    3.739505
(62.069579,87.422381)    (65.553048,85.487926)    3.984555
(45.937416,58.606595)    (48.241370,57.853907)    2.423787
(45.937416,58.606595)    (43.943779,56.652116)    2.791877
(45.937416,58.606595)    (47.626690,61.490465)    3.342208
(46.936661,39.554959)    (50.096626,39.083487)    3.194944
(46.936661,39.554959)    (44.257557,36.725611)    3.896512
(44.375122,80.189656)    (46.020829,77.863161)    2.849724
(44.375122,80.189656)    (41.210961,81.693102)    3.503180
(44.375122,80.189656)    (47.948364,80.252743)    3.573798
(44.375122,80.189656)    (41.210189,77.932814)    3.887176
(89.493379,60.723798)    (93.264293,60.124072)    3.818307
(89.493379,60.723798)    (91.700942,62.544039)    2.861226
(89.493379,60.723798)    (88.400850,63.767202)    3.233562
(0.650497,55.325109)    (0.986157,53.127334)    2.223260
(0.650497,55.325109)    (2.773615,58.536310)    3.849603
(73.529556,95.531950)    (75.984745,93.859016)    2.970970
(73.529556,95.531950)    (73.972107,92.564304)    3.000463
(73.529556,95.531950)    (71.773695,98.315078)    3.290722
(73.529556,95.531950)    (70.049638,96.938430)    3.753400
(73.529556,95.531950)    (71.698851,92.121711)    3.870557
(73.529556,95.531950)    (70.857455,94.719783)    2.792802
(69.771648,14.591674)    (68.638074,16.496480)    2.216591
(69.771648,14.591674)    (72.519955,14.919576)    2.767799
(69.771648,14.591674)    (68.697433,11.820880)    2.971739
