(52.366673,92.925076)   (99.785055,9.503534)     1.654566
(52.366673,92.925076)   (24.857671,88.524539)    1.896545
(52.366673,92.925076)   (71.490726,70.206324)    2.575486
(99.785055,9.503534)    (42.283851,42.41542)     1.674784
(99.785055,9.503534)    (71.490726,70.206324)    3.543765
(99.785055,9.503534)    (31.254962,98.941299)    2.468034
(99.785055,9.503534)    (25.978476,48.944825)    1.004574
(24.857671,88.524539)   (31.254962,98.941299)    4.759270
(24.857671,88.524539)   (42.283851,42.41542)     2.257973
(24.857671,88.524539)   (4.899729,40.620559)     5.776785
(42.283851,42.41542)    (4.899729,40.620559)     1.879575
(42.283851,42.41542)    (25.978476,48.944825)    6.872358
(25.978476,48.944825)   (71.490726,70.206324)    1.779676
(25.978476,48.944825)   (31.254962,98.941299)    3.668970
(25.978476,48.944825)   (62.517475,50.493188)    5.876076
(62.517475,50.493188)   (4.899729,40.620559)     1.035756
(62.517475,50.493188)   (31.254962,98.941299)    4.765923
(31.254962,98.941299)   (96.886902,69.396113)    1.896765
(31.254962,98.941299)   (71.490726,70.206324)    2.987089
(96.886902,69.396113)   (71.490726,70.206324)    2.769789
