(8.723043,87.630828)    (5.055680,88.000804)    3.685977
(8.723043,87.630828)    (8.388696,90.158474)    2.549663
(8.723043,87.630828)    (7.729579,84.784950)    3.014298
(8.723043,87.630828)    (10.940604,85.143048)    3.332661
(8.971419,59.368786)    (7.117812,60.377814)    2.110449
(8.971419,59.368786)    (7.220185,57.955514)    2.250368
(8.971419,59.368786)    (10.515481,62.363833)    3.369634
(8.971419,59.368786)    (8.619544,63.259179)    3.906274
(8.971419,59.368786)    (10.917963,58.740534)    2.045418
(96.268711,37.207859)    (98.756751,37.992038)    2.608693
(96.268711,37.207859)    (95.570954,40.243292)    3.114598
(96.268711,37.207859)    (94.407009,34.641557)    3.170463
(96.268711,37.207859)    (92.829263,37.206722)    3.439448
(27.167171,62.891787)    (31.133036,62.491626)    3.986002
(27.167171,62.891787)    (28.981500,64.330457)    2.315504
(27.167171,62.891787)    (26.096125,60.740589)    2.403080
(27.167171,62.891787)    (28.139850,60.358654)    2.713460
(27.167171,62.891787)    (24.613865,65.518907)    3.663486
(27.167171,62.891787)    (30.410798,60.584871)    3.980323
(59.613972,31.120375)    (61.054585,33.202532)    2.531945
(59.613972,31.120375)    (56.898802,30.207378)    2.864560
(59.613972,31.120375)    (62.835351,30.830072)    3.234434
(59.613972,31.120375)    (57.189115,33.498958)    3.396703
(59.613972,31.120375)    (61.043960,27.995414)    3.436603
(16.496797,86.050940)    (18.654077,84.903239)    2.443579
(16.496797,86.050940)    (18.149569,88.447368)    2.911103
(16.496797,86.050940)    (17.843452,82.834909)    3.486593
(47.071072,73.193637)    (46.984934,70.449261)    2.745728
(47.071072,73.193637)    (44.239045,73.385595)    2.838526
(47.071072,73.193637)    (49.304119,75.374711)    3.121470
(47.071072,73.193637)    (49.458237,73.187557)    2.387173
(47.071072,73.193637)    (47.013933,75.861227)    2.668202
(99.977050,85.877214)    (97.822285,86.825223)    2.354089
(99.977050,85.877214)    (99.091981,83.245682)    2.776384
(99.977050,85.877214)    (96.121978,85.360822)    3.889504
(8.619544,63.259179)    (11.170815,64.437616)    2.810284
(8.619544,63.259179)    (7.117812,60.377814)    3.249226
(8.619544,63.259179)    (5.447867,62.500356)    3.261188
(8.619544,63.259179)    (10.515481,62.363833)    2.096717
(86.921244,47.220904)    (85.604278,50.811310)    3.824318
(86.921244,47.220904)    (88.185542,48.786193)    2.012108
(86.921244,47.220904)    (85.055572,45.778475)    2.358248
(86.921244,47.220904)    (84.305212,47.916577)    2.706952
(86.921244,47.220904)    (88.943281,45.038729)    2.974983
(86.921244,47.220904)    (90.495654,47.954526)    3.648918
(63.341640,28.511315)    (61.846154,25.666048)    3.214346
(63.341640,28.511315)    (66.757287,30.476810)    3.940789
(63.341640,28.511315)    (61.043960,27.995414)    2.354886
(63.341640,28.511315)    (62.835351,30.830072)    2.373387
(98.279055,79.008994)    (94.989473,78.838142)    3.294016
(98.279055,79.008994)    (96.798124,82.904965)    4.167943
(34.017686,29.419947)    (32.506686,30.868872)    2.093444
(34.017686,29.419947)    (37.148614,29.895589)    3.166851
(34.017686,29.419947)    (36.050594,32.040996)    3.317019
(34.017686,29.419947)    (33.199620,25.969719)    3.545886
(34.017686,29.419947)    (35.494175,26.018923)    3.707692
(30.609530,10.561487)    (29.036402,9.167892)    2.101627
(30.609530,10.561487)    (32.668762,11.331144)    2.198365
(30.609530,10.561487)    (32.018660,8.271010)    2.689225
(30.609530,10.561487)    (27.870516,11.995881)    3.091873
(15.473822,58.995972)    (13.011034,57.585379)    2.838150
(15.473822,58.995972)    (12.983208,60.725410)    3.032179
(15.473822,58.995972)    (16.194228,61.468391)    2.575236
(85.613146,73.169225)    (88.248605,73.107302)    2.636186
(85.613146,73.169225)    (87.221204,70.403683)    3.199073
(85.613146,73.169225)    (88.556930,75.186318)    3.568547
(85.613146,73.169225)    (81.729036,73.418584)    3.892106
(30.299571,69.405542)    (32.723436,71.610513)    3.276739
(30.299571,69.405542)    (33.410408,68.170884)    3.346892
(30.299571,69.405542)    (28.473347,72.300240)    3.422627
(30.299571,69.405542)    (29.069976,67.611707)    2.174798
(30.299571,69.405542)    (30.652872,71.552755)    2.176085
(3.855361,19.653168)    (1.350377,20.710621)    2.719035
(3.855361,19.653168)    (3.352245,15.725693)    3.959569
(93.705255,56.819162)    (94.737397,54.341394)    2.684149
(93.705255,56.819162)    (90.500279,58.354059)    3.553559
(93.705255,56.819162)    (92.145422,60.120259)    3.651070
(93.705255,56.819162)    (91.828496,53.627889)    3.702222
(30.134021,89.320129)    (32.221884,91.675745)    3.147714
(30.134021,89.320129)    (29.218398,92.535687)    3.343379
(30.134021,89.320129)    (32.558462,86.760651)    3.525456
(30.134021,89.320129)    (29.474687,85.686481)    3.692982
(30.134021,89.320129)    (33.996864,89.914098)    3.908242
(30.134021,89.320129)    (27.333009,90.099413)    2.907396
(4.358496,58.689989)    (5.447867,62.500356)    3.963033
(4.358496,58.689989)    (5.731508,56.386000)    2.682075
(4.358496,58.689989)    (7.220185,57.955514)    2.954440
(4.358496,58.689989)    (7.117812,60.377814)    3.234591
(4.358496,58.689989)    (1.012978,59.327158)    3.405653
(4.358496,58.689989)    (3.308522,55.367574)    3.484377
(20.998348,60.346201)    (22.704580,61.811185)    2.248868
(20.998348,60.346201)    (18.962095,61.781527)    2.491282
(20.998348,60.346201)    (20.557001,57.216813)    3.160357
(20.998348,60.346201)    (20.863942,64.278105)    3.934200
(44.636571,50.622986)    (43.414042,46.668754)    4.138904
(44.636571,50.622986)    (41.418488,45.298129)    6.221748
(45.251831,54.394345)    (42.311437,54.599368)    2.947533
(45.251831,54.394345)    (42.883093,56.539640)    3.195811
(45.251831,54.394345)    (45.722110,57.848673)    3.486193
(34.316709,35.983258)    (37.263646,36.488102)    2.989866
(34.316709,35.983258)    (40.131057,36.063678)    5.814904
(98.911465,51.132893)    (97.109854,54.536416)    3.850945
(98.911465,51.132893)    (98.643395,53.245776)    2.129822
(98.911465,51.132893)    (98.801398,48.613462)    2.521833
(98.911465,51.132893)    (96.525166,50.080931)    2.607881
(98.868155,56.641013)    (98.643395,53.245776)    3.402668
(98.868155,56.641013)    (97.109854,54.536416)    2.742435
(8.168975,20.742549)    (7.525543,17.491496)    3.314114
(8.168975,20.742549)    (11.397530,18.552432)    3.901304
(95.563669,95.568068)    (93.422194,95.643661)    2.142808
(95.563669,95.568068)    (96.571342,97.924157)    2.562531
(95.563669,95.568068)    (97.786049,93.027648)    3.375309
(95.563669,95.568068)    (94.511414,98.947131)    3.539111
(95.563669,95.568068)    (99.058672,96.889887)    3.736610
(3.842540,93.316046)    (4.848900,96.246078)    3.098039
(3.842540,93.316046)    (2.502007,95.023842)    2.171082
(3.842540,93.316046)    (5.094624,91.278628)    2.391399
(14.023938,45.948519)    (12.504527,47.922955)    2.491387
(14.023938,45.948519)    (14.339238,48.728791)    2.798093
(14.023938,45.948519)    (10.393310,45.254520)    3.696362
(16.041820,3.166541)    (15.560259,0.418503)    2.789912
(16.041820,3.166541)    (15.198082,6.124921)    3.076347
(16.041820,3.166541)    (18.963973,4.807154)    3.351207
(16.041820,3.166541)    (19.236141,1.903622)    3.434916
(16.041820,3.166541)    (12.334300,4.561467)    3.961253
(31.133036,62.491626)    (30.410798,60.584871)    2.038956
(31.133036,62.491626)    (33.624009,62.906784)    2.525332
(31.133036,62.491626)    (31.296358,65.202268)    2.715558
(31.133036,62.491626)    (28.981500,64.330457)    2.830266
(31.133036,62.491626)    (28.139850,60.358654)    3.675423
(78.255102,56.624031)    (77.082816,58.850374)    2.516120
(78.255102,56.624031)    (76.261110,55.053047)    2.538503
(78.255102,56.624031)    (81.224095,58.058529)    3.297378
(48.060582,27.819634)    (46.654305,25.609633)    2.619488
(48.060582,27.819634)    (49.165013,30.232592)    2.653702
(6.846396,35.836815)    (10.564117,36.374951)    3.756466
(6.846396,35.836815)    (6.176559,32.082235)    3.813863
(6.846396,35.836815)    (9.056358,39.103701)    3.944170
(6.846396,35.836815)    (3.962630,37.468831)    3.313546
(34.075788,82.978707)    (31.742503,82.600169)    2.363792
(34.075788,82.978707)    (31.812062,84.859806)    2.943296
(34.075788,82.978707)    (34.137537,80.026353)    2.953000
(34.075788,82.978707)    (37.103559,82.025580)    3.174248
(96.798124,82.904965)    (99.091981,83.245682)    2.319023
(96.798124,82.904965)    (96.121978,85.360822)    2.547235
(38.048543,88.041947)    (39.908801,89.203681)    2.193213
(38.048543,88.041947)    (38.274256,84.364580)    3.684288
(78.562664,26.806661)    (80.724547,26.382972)    2.203009
(78.562664,26.806661)    (78.953836,24.452389)    2.386548
(78.562664,26.806661)    (75.002811,27.388132)    3.607029
(50.124526,98.375893)    (52.276729,98.036979)    2.178725
(50.124526,98.375893)    (46.910828,99.795754)    3.513383
(50.124526,98.375893)    (47.141007,96.326962)    3.619324
(50.124526,98.375893)    (53.023412,95.985452)    3.757359
(50.124526,98.375893)    (49.065655,94.695475)    3.829710
(20.866877,80.412398)    (17.843452,82.834909)    3.874230
(20.866877,80.412398)    (18.745505,79.730790)    2.228185
(20.866877,80.412398)    (20.173887,83.399088)    3.066032
(20.866877,80.412398)    (22.572532,83.431658)    3.467736
(89.558457,14.112507)    (90.759675,11.276779)    3.079655
(89.558457,14.112507)    (90.405902,17.915834)    3.896596
(89.558457,14.112507)    (91.993151,13.829258)    2.451115
(52.674166,62.192584)    (53.824679,59.469472)    2.956183
(52.674166,62.192584)    (49.742574,63.896977)    3.391046
(52.674166,62.192584)    (49.132555,61.735408)    3.570998
(52.674166,62.192584)    (55.896374,60.013609)    3.889802
(8.903671,80.210782)    (6.824358,80.663504)    2.128027
(8.903671,80.210782)    (11.005523,81.018573)    2.251735
(8.903671,80.210782)    (8.026055,77.841351)    2.526740
(8.903671,80.210782)    (6.769272,82.854091)    3.397461
(15.198082,6.124921)    (16.230161,8.329095)    2.433838
(15.198082,6.124921)    (12.409960,7.611672)    3.159755
(15.198082,6.124921)    (18.304624,6.910733)    3.204389
(15.198082,6.124921)    (12.334300,4.561467)    3.262765
(15.198082,6.124921)    (18.963973,4.807154)    3.989793
(29.474687,85.686481)    (31.812062,84.859806)    2.479257
(29.474687,85.686481)    (26.731357,84.293090)    3.076913
(29.474687,85.686481)    (32.558462,86.760651)    3.265503
(29.474687,85.686481)    (31.742503,82.600169)    3.829923
(29.474687,85.686481)    (29.337712,83.563657)    2.127238
(29.474687,85.686481)    (27.397537,86.362270)    2.184317
(20.979696,76.660008)    (18.745505,79.730790)    3.797540
(20.979696,76.660008)    (24.921242,76.760547)    3.942828
(20.979696,76.660008)    (18.432242,73.632592)    3.956611
(83.466484,86.467051)    (80.633732,87.286774)    2.948972
(83.466484,86.467051)    (80.315663,84.375358)    3.781911
(83.466484,86.467051)    (85.567821,83.271827)    3.824274
