(96.266720,59.349437)    (98.695876,83.934682)    24.704960
(96.266720,59.349437)    (82.989256,19.825639)    41.694384
(96.266720,59.349437)    (54.973074,76.211488)    44.603744
(96.266720,59.349437)    (51.515613,30.488517)    53.250487
(15.653025,76.059715)    (26.116210,91.283989)    18.473136
(15.653025,76.059715)    (4.258043,95.698407)    22.705150
(15.653025,76.059715)    (54.973074,76.211488)    39.320342
(15.653025,76.059715)    (24.725991,26.697329)    50.189280
(39.589690,5.595625)    (82.989256,19.825639)    45.672920
(39.589690,5.595625)    (54.973074,76.211488)    72.272046
(39.589690,5.595625)    (24.725991,26.697329)    25.811072
(39.589690,5.595625)    (51.515613,30.488517)    27.602240
(51.515613,30.488517)    (24.725991,26.697329)    27.056550
(51.515613,30.488517)    (82.989256,19.825639)    33.230817
(51.515613,30.488517)    (54.973074,76.211488)    45.853508
(82.989256,19.825639)    (24.725991,26.697329)    58.667096
(24.725991,26.697329)    (54.973074,76.211488)    58.021875
(54.973074,76.211488)    (26.116210,91.283989)    32.556089
(54.973074,76.211488)    (98.695876,83.934682)    44.399675
(98.695876,83.934682)    (82.989256,19.825639)    66.005055
(98.695876,83.934682)    (51.515613,30.488517)    71.291443
(26.116210,91.283989)    (24.725991,26.697329)    64.601620
(26.116210,91.283989)    (4.258043,95.698407)    22.299473
(4.258043,95.698407)    (54.973074,76.211488)    54.330050
(4.258043,95.698407)    (24.725991,26.697329)    71.972812
