(81.222241,57.825019)    (80.650287,61.261955)    3.484202
(81.222241,57.825019)    (83.237644,62.341951)    4.946163
(81.222241,57.825019)    (76.007822,55.400809)    5.750388
(81.222241,57.825019)    (87.609798,58.005459)    6.390106
(80.650287,61.261955)    (83.237644,62.341951)    2.803714
(80.650287,61.261955)    (86.312649,64.245803)    6.400445
(80.650287,61.261955)    (76.007822,55.400809)    7.476999
(25.399739,94.471977)    (27.072458,83.874214)    10.728960
(25.399739,94.471977)    (29.651184,84.361723)    10.967772
(25.399739,94.471977)    (37.345579,92.999644)    12.036231
(25.399739,94.471977)    (28.240084,98.081533)    4.593087
(79.243550,42.816837)    (92.712848,39.623428)    13.842683
(79.243550,42.816837)    (65.606291,47.382963)    14.381389
(79.243550,42.816837)    (88.182153,47.058255)    9.893849
(79.243550,42.816837)    (76.007822,55.400809)    12.993317
(58.522009,65.487787)    (56.820805,74.284904)    8.960098
(58.522009,65.487787)    (60.987908,67.719170)    3.325616
(58.522009,65.487787)    (60.994789,60.804756)    5.295793
(58.522009,65.487787)    (64.545475,71.220574)    8.315466
(67.921463,73.138673)    (63.806957,74.827629)    4.447666
(67.921463,73.138673)    (63.472194,90.343129)    17.770462
(67.921463,73.138673)    (53.477924,85.477491)    18.996375
(67.921463,73.138673)    (69.387744,76.209014)    3.402494
(17.522703,43.568793)    (12.993370,40.616810)    5.406390
(17.522703,43.568793)    (11.045188,41.733410)    6.732520
(17.522703,43.568793)    (17.400213,39.426424)    4.144180
(17.522703,43.568793)    (14.326615,47.145316)    4.796508
(83.237644,62.341951)    (86.312649,64.245803)    3.616670
(83.237644,62.341951)    (87.609798,58.005459)    6.157995
(76.007822,55.400809)    (70.500092,62.919333)    9.320047
(76.007822,55.400809)    (83.237644,62.341951)    10.022464
(85.389975,75.400089)    (90.945843,69.508935)    8.097738
(85.389975,75.400089)    (84.642899,85.105487)    9.734109
(85.389975,75.400089)    (74.922409,76.244226)    10.501548
(85.389975,75.400089)    (86.312649,64.245803)    11.192382
(19.687519,80.662778)    (27.468672,73.957608)    10.271595
(19.687519,80.662778)    (18.830301,82.578591)    2.098847
(19.687519,80.662778)    (27.072458,83.874214)    8.052990
(19.687519,80.662778)    (27.927601,80.834848)    8.241879
(43.301919,85.493054)    (37.345579,92.999644)    9.582634
(43.301919,85.493054)    (35.005832,80.486630)    9.689652
(43.301919,85.493054)    (53.477924,85.477491)    10.176017
(43.301919,85.493054)    (46.121567,78.698289)    7.356579
(62.775448,99.926317)    (53.477924,85.477491)    17.181750
(62.775448,99.926317)    (43.301919,85.493054)    24.239171
(62.775448,99.926317)    (63.472194,90.343129)    9.608483
(62.775448,99.926317)    (49.886363,95.963427)    13.484547
(63.806957,74.827629)    (69.387744,76.209014)    5.749208
(63.806957,74.827629)    (53.477924,85.477491)    14.836054
(63.806957,74.827629)    (63.472194,90.343129)    15.519111
(78.928774,34.004824)    (67.601369,33.818380)    11.328939
(78.928774,34.004824)    (69.500202,27.286014)    11.577582
(78.928774,34.004824)    (92.712848,39.623428)    14.885208
(78.928774,34.004824)    (88.182153,47.058255)    16.000534
(30.165316,77.648788)    (27.927601,80.834848)    3.893372
(30.165316,77.648788)    (27.468672,73.957608)    4.571290
(30.165316,77.648788)    (35.005832,80.486630)    5.611055
