(48.376458,86.319213)    (55.263430,66.475851)    21.004509
(48.376458,86.319213)    (38.765625,52.837048)    34.834229
(48.376458,86.319213)    (92.357654,76.305000)    45.106874
(48.376458,86.319213)    (30.838111,44.394158)    45.445614
(38.765625,52.837048)    (30.838111,44.394158)    11.581358
(38.765625,52.837048)    (55.263430,66.475851)    21.405479
(38.765625,52.837048)    (6.342762,44.031688)    33.597268
(88.927609,6.752368)    (38.765625,52.837048)    68.117709
(88.927609,6.752368)    (20.587878,9.524675)    68.395940
(88.927609,6.752368)    (55.263430,66.475851)    68.557796
(88.927609,6.752368)    (93.467876,39.336282)    32.898715
(6.342762,44.031688)    (30.838111,44.394158)    24.498031
(6.342762,44.031688)    (20.587878,9.524675)    37.331719
(6.342762,44.031688)    (55.263430,66.475851)    53.823529
(20.587878,9.524675)    (55.263430,66.475851)    66.677060
(20.587878,9.524675)    (30.838111,44.394158)    36.344850
(20.587878,9.524675)    (38.765625,52.837048)    46.972248
(93.467876,39.336282)    (92.357654,76.305000)    36.985385
(93.467876,39.336282)    (55.263430,66.475851)    46.862948
(93.467876,39.336282)    (93.799888,88.255649)    48.920494
(93.799888,88.255649)    (55.263430,66.475851)    44.265316
(93.799888,88.255649)    (48.376458,86.319213)    45.464687
(93.799888,88.255649)    (92.357654,76.305000)    12.037361
(30.838111,44.394158)    (55.263430,66.475851)    32.927153
(92.357654,76.305000)    (55.263430,66.475851)    38.374388
