(37.546512,98.783053)    (32.984203,98.444689)    4.574839
(37.546512,98.783053)    (32.552675,93.371075)    7.363961
(37.546512,98.783053)    (44.043768,94.867679)    7.585808
(37.546512,98.783053)    (40.361909,91.432622)    7.871169
(37.546512,98.783053)    (44.595302,99.428794)    7.078306
(37.546512,98.783053)    (35.052000,99.001307)    2.504042
(37.546512,98.783053)    (36.279099,93.282904)    5.644288
(37.546512,98.783053)    (42.787921,96.435345)    5.743179
(37.546512,98.783053)    (38.085877,91.826816)    6.977117
(97.475420,65.252833)    (96.444985,62.829910)    2.632936
(97.475420,65.252833)    (98.986384,61.467691)    4.075575
(97.475420,65.252833)    (92.555897,64.766018)    4.943551
(97.475420,65.252833)    (96.000176,59.085201)    6.341610
(97.475420,65.252833)    (95.000844,71.787543)    6.987558
(97.475420,65.252833)    (97.249064,73.387451)    8.137767
(7.848063,24.061245)    (4.845823,27.700867)    4.718082
(7.848063,24.061245)    (5.494338,19.689515)    4.965082
(7.848063,24.061245)    (7.009241,29.455285)    5.458872
(7.848063,24.061245)    (6.228146,31.311865)    7.429376
(7.848063,24.061245)    (15.237059,25.298786)    7.491914
(7.848063,24.061245)    (3.320245,24.774294)    4.583620
(7.848063,24.061245)    (4.927309,17.158636)    7.495120
(7.848063,24.061245)    (8.554664,31.846906)    7.817660
(7.848063,24.061245)    (11.825893,27.584231)    5.313621
(61.893543,37.727746)    (62.870414,31.787452)    6.020081
(61.893543,37.727746)    (67.821072,35.524096)    6.323898
(61.893543,37.727746)    (56.158346,32.695652)    7.629839
(61.893543,37.727746)    (64.431231,38.746584)    2.734574
(61.893543,37.727746)    (60.162337,35.528334)    2.799016
(61.893543,37.727746)    (63.950131,35.823518)    2.802792
(61.893543,37.727746)    (57.006029,36.247161)    5.106851
(61.893543,37.727746)    (65.872261,34.393382)    5.191164
(25.874597,82.669316)    (31.329306,79.498298)    6.309454
(25.874597,82.669316)    (21.767605,76.300882)    7.577885
(25.874597,82.669316)    (19.019503,86.066410)    7.650658
(25.874597,82.669316)    (26.708256,84.980919)    2.457335
(25.874597,82.669316)    (20.087739,81.916191)    5.835660
(25.874597,82.669316)    (30.859958,84.894410)    5.459383
(25.874597,82.669316)    (21.556399,86.747179)    5.939343
(25.874597,82.669316)    (29.366902,77.679608)    6.090434
(25.874597,82.669316)    (20.963152,88.969888)    7.988710
(25.874597,82.669316)    (24.033492,83.920541)    2.226035
(25.874597,82.669316)    (25.025137,87.192196)    4.601959
(16.669492,66.403540)    (13.495526,60.894357)    6.358078
(16.669492,66.403540)    (17.689751,59.392677)    7.084711
(16.669492,66.403540)    (15.140385,74.184748)    7.930030
(16.669492,66.403540)    (15.377203,68.776227)    2.701787
(16.669492,66.403540)    (16.323087,63.135422)    3.286425
(16.669492,66.403540)    (19.543003,62.664851)    4.715386
(16.669492,66.403540)    (22.894661,67.340366)    6.295266
(16.669492,66.403540)    (15.187874,58.620421)    7.922886
(16.669492,66.403540)    (14.613671,64.989436)    2.495213
(16.669492,66.403540)    (19.806074,70.229267)    4.947154
(16.669492,66.403540)    (11.010934,68.816993)    6.151751
(16.669492,66.403540)    (9.967417,65.064929)    6.834449
(57.378312,69.606542)    (55.097318,67.711905)    2.965229
(57.378312,69.606542)    (51.672613,68.085760)    5.904894
(57.378312,69.606542)    (54.042579,76.110955)    7.309891
(57.378312,69.606542)    (49.558800,70.413777)    7.861069
(57.378312,69.606542)    (54.650983,70.120186)    2.775275
(57.378312,69.606542)    (55.091412,72.188917)    3.449431
(57.378312,69.606542)    (56.835137,73.689650)    4.119079
(57.378312,69.606542)    (59.502762,65.441532)    4.675531
(57.378312,69.606542)    (61.846964,72.717192)    5.444722
(57.378312,69.606542)    (53.247263,65.119279)    6.099270
(57.378312,69.606542)    (62.789471,66.285753)    6.348880
